,Title,PDF URL,Author,DOI,Published Date,Summary,Journal Ref,Primary Category,Category,Entry ID
157,SufiSent - Universal Sentence Representations Using Suffix Encodings,http://arxiv.org/pdf/1802.07370v1,[arxiv.Result.Author('Siddhartha Brahma')],,2018-02-20 23:08:19+00:00,"Computing universal distributed representations of sentences is a fundamental
task in natural language processing. We propose a method to learn such
representations by encoding the suffixes of word sequences in a sentence and
training on the Stanford Natural Language Inference (SNLI) dataset. We
demonstrate the effectiveness of our approach by evaluating it on the SentEval
benchmark, improving on existing approaches on several transfer tasks.",,cs.CL,"['cs.CL', 'cs.AI']",http://arxiv.org/abs/1802.07370v1
158,Integrated speech and morphological processing in a connectionist continuous speech understanding for Korean,http://arxiv.org/pdf/cmp-lg/9603005v1,"[arxiv.Result.Author('Geunbae Lee'), arxiv.Result.Author('Jong-Hyeok Lee')]",,1996-03-18 06:59:58+00:00,"A new tightly coupled speech and natural language integration model is
presented for a TDNN-based continuous possibly large vocabulary speech
recognition system for Korean. Unlike popular n-best techniques developed for
integrating mainly HMM-based speech recognition and natural language processing
in a {\em word level}, which is obviously inadequate for morphologically
complex agglutinative languages, our model constructs a spoken language system
based on a {\em morpheme-level} speech and language integration. With this
integration scheme, the spoken Korean processing engine (SKOPE) is designed and
implemented using a TDNN-based diphone recognition module integrated with a
Viterbi-based lexical decoding and symbolic phonological/morphological
co-analysis. Our experiment results show that the speaker-dependent continuous
{\em eojeol} (Korean word) recognition and integrated morphological analysis
can be achieved with over 80.6% success rate directly from speech inputs for
the middle-level vocabularies.",,cmp-lg,"['cmp-lg', 'cs.CL']",http://arxiv.org/abs/cmp-lg/9603005v1
159,Generalized Optimal Linear Orders,http://arxiv.org/pdf/2108.10692v1,[arxiv.Result.Author('Rishi Bommasani')],10.7298/5x0j-me63,2021-08-13 13:10:15+00:00,"The sequential structure of language, and the order of words in a sentence
specifically, plays a central role in human language processing. Consequently,
in designing computational models of language, the de facto approach is to
present sentences to machines with the words ordered in the same order as in
the original human-authored sentence. The very essence of this work is to
question the implicit assumption that this is desirable and inject theoretical
soundness into the consideration of word order in natural language processing.
In this thesis, we begin by uniting the disparate treatments of word order in
cognitive science, psycholinguistics, computational linguistics, and natural
language processing under a flexible algorithmic framework. We proceed to use
this heterogeneous theoretical foundation as the basis for exploring new word
orders with an undercurrent of psycholinguistic optimality. In particular, we
focus on notions of dependency length minimization given the difficulties in
human and computational language processing in handling long-distance
dependencies. We then discuss algorithms for finding optimal word orders
efficiently in spite of the combinatorial space of possibilities. We conclude
by addressing the implications of these word orders on human language and their
downstream impacts when integrated in computational models.",,cs.CL,"['cs.CL', 'cs.LG']",http://arxiv.org/abs/2108.10692v1
160,A Chomsky-Schützenberger representation for weighted multiple context-free languages,http://arxiv.org/pdf/1606.03982v2,[arxiv.Result.Author('Tobias Denkinger')],,2016-06-13 14:55:53+00:00,"We prove a Chomsky-Sch\""utzenberger representation theorem for multiple
context-free languages weighted over complete commutative strong bimonoids.",,cs.FL,['cs.FL'],http://arxiv.org/abs/1606.03982v2
161,Error Analysis for Vietnamese Dependency Parsing,http://arxiv.org/pdf/1911.03724v1,"[arxiv.Result.Author('Kiet Van Nguyen'), arxiv.Result.Author('Ngan Luu-Thuy Nguyen')]",,2019-11-09 16:00:26+00:00,"Dependency parsing is needed in different applications of natural language
processing. In this paper, we present a thorough error analysis for dependency
parsing for the Vietnamese language, using two state-of-the-art parsers:
MSTParser and MaltParser. The error analysis results provide us insights in
order to improve the performance of dependency parsing for the Vietnamese
language.","2015 Seventh International Conference on Knowledge and Systems
  Engineering (KSE)",cs.CL,['cs.CL'],http://arxiv.org/abs/1911.03724v1
162,Functorial Language Games for Question Answering,http://arxiv.org/pdf/2005.09439v2,"[arxiv.Result.Author('Giovanni de Felice'), arxiv.Result.Author('Elena Di Lavore'), arxiv.Result.Author('Mario Román'), arxiv.Result.Author('Alexis Toumi')]",10.4204/EPTCS.333.21,2020-05-19 13:35:13+00:00,"We present some categorical investigations into Wittgenstein's
language-games, with applications to game-theoretic pragmatics and
question-answering in natural language processing.","EPTCS 333, 2021, pp. 311-321",cs.CL,"['cs.CL', 'cs.GT']",http://arxiv.org/abs/2005.09439v2
163,Bilingual Lexicon Induction for Low-Resource Languages using Graph Matching via Optimal Transport,http://arxiv.org/pdf/2210.14378v1,"[arxiv.Result.Author('Kelly Marchisio'), arxiv.Result.Author('Ali Saad-Eldin'), arxiv.Result.Author('Kevin Duh'), arxiv.Result.Author('Carey Priebe'), arxiv.Result.Author('Philipp Koehn')]",,2022-10-25 23:09:20+00:00,"Bilingual lexicons form a critical component of various natural language
processing applications, including unsupervised and semisupervised machine
translation and crosslingual information retrieval. We improve bilingual
lexicon induction performance across 40 language pairs with a graph-matching
method based on optimal transport. The method is especially strong with low
amounts of supervision.",,cs.CL,"['cs.CL', 'cs.LG']",http://arxiv.org/abs/2210.14378v1
164,Du TAL au TIL,http://arxiv.org/pdf/1201.4733v1,"[arxiv.Result.Author('Michael Zock'), arxiv.Result.Author('Guy Lapalme')]",,2012-01-20 17:35:29+00:00,"Historically two types of NLP have been investigated: fully automated
processing of language by machines (NLP) and autonomous processing of natural
language by people, i.e. the human brain (psycholinguistics). We believe that
there is room and need for another kind, INLP: interactive natural language
processing. This intermediate approach starts from peoples' needs, trying to
bridge the gap between their actual knowledge and a given goal. Given the fact
that peoples' knowledge is variable and often incomplete, the aim is to build
bridges linking a given knowledge state to a given goal. We present some
examples, trying to show that this goal is worth pursuing, achievable and at a
reasonable cost.",,cs.CL,"['cs.CL', 'cs.HC']",http://arxiv.org/abs/1201.4733v1
165,Deep Learning Based Natural Language Processing for End to End Speech Translation,http://arxiv.org/pdf/1808.04459v1,[arxiv.Result.Author('Sarvesh Patil')],,2018-08-09 14:21:35+00:00,"Deep Learning methods employ multiple processing layers to learn hierarchial
representations of data. They have already been deployed in a humongous number
of applications and have produced state-of-the-art results. Recently with the
growth in processing power of computers to be able to do high dimensional
tensor calculations, Natural Language Processing (NLP) applications have been
given a significant boost in terms of efficiency as well as accuracy. In this
paper, we will take a look at various signal processing techniques and then
application of them to produce a speech-to-text system using Deep Recurrent
Neural Networks.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1808.04459v1
166,CodexDB: Generating Code for Processing SQL Queries using GPT-3 Codex,http://arxiv.org/pdf/2204.08941v1,[arxiv.Result.Author('Immanuel Trummer')],,2022-04-19 15:19:35+00:00,"CodexDB is an SQL processing engine whose internals can be customized via
natural language instructions. CodexDB is based on OpenAI's GPT-3 Codex model
which translates text into code. It is a framework on top of GPT-3 Codex that
decomposes complex SQL queries into a series of simple processing steps,
described in natural language. Processing steps are enriched with user-provided
instructions and descriptions of database properties. Codex translates the
resulting text into query processing code. An early prototype of CodexDB is
able to generate correct code for a majority of queries of the WikiSQL
benchmark and can be customized in various ways.",,cs.DB,"['cs.DB', 'cs.CL', 'cs.LG', 'H.2.4']",http://arxiv.org/abs/2204.08941v1
167,Modelling Word Burstiness in Natural Language: A Generalised Polya Process for Document Language Models in Information Retrieval,http://arxiv.org/pdf/1708.06011v1,[arxiv.Result.Author('Ronan Cummins')],,2017-08-20 19:41:58+00:00,"We introduce a generalised multivariate Polya process for document language
modelling. The framework outlined here generalises a number of statistical
language models used in information retrieval for modelling document
generation. In particular, we show that the choice of replacement matrix M
ultimately defines the type of random process and therefore defines a
particular type of document language model. We show that a particular variant
of the general model is useful for modelling term-specific burstiness.
Furthermore, via experimentation we show that this variant significantly
improves retrieval effectiveness over a strong baseline on a number of small
test collections.",,cs.IR,['cs.IR'],http://arxiv.org/abs/1708.06011v1
168,"Computational Language Assessment in patients with speech, language, and communication impairments",http://arxiv.org/pdf/2305.20046v1,[arxiv.Result.Author('Charalambos Themistocleous')],,2023-05-31 17:20:45+00:00,"Speech, language, and communication symptoms enable the early detection,
diagnosis, treatment planning, and monitoring of neurocognitive disease
progression. Nevertheless, traditional manual neurologic assessment, the speech
and language evaluation standard, is time-consuming and resource-intensive for
clinicians. We argue that Computational Language Assessment (C.L.A.) is an
improvement over conventional manual neurological assessment. Using machine
learning, natural language processing, and signal processing, C.L.A. provides a
neuro-cognitive evaluation of speech, language, and communication in elderly
and high-risk individuals for dementia. ii. facilitates the diagnosis,
prognosis, and therapy efficacy in at-risk and language-impaired populations;
and iii. allows easier extensibility to assess patients from a wide range of
languages. Also, C.L.A. employs Artificial Intelligence models to inform theory
on the relationship between language symptoms and their neural bases. It
significantly advances our ability to optimize the prevention and treatment of
elderly individuals with communication disorders, allowing them to age
gracefully with social engagement.",,cs.CL,['cs.CL'],http://arxiv.org/abs/2305.20046v1
169,InstructProtein: Aligning Human and Protein Language via Knowledge Instruction,http://arxiv.org/pdf/2310.03269v1,"[arxiv.Result.Author('Zeyuan Wang'), arxiv.Result.Author('Qiang Zhang'), arxiv.Result.Author('Keyan Ding'), arxiv.Result.Author('Ming Qin'), arxiv.Result.Author('Xiang Zhuang'), arxiv.Result.Author('Xiaotong Li'), arxiv.Result.Author('Huajun Chen')]",,2023-10-05 02:45:39+00:00,"Large Language Models (LLMs) have revolutionized the field of natural
language processing, but they fall short in comprehending biological sequences
such as proteins. To address this challenge, we propose InstructProtein, an
innovative LLM that possesses bidirectional generation capabilities in both
human and protein languages: (i) taking a protein sequence as input to predict
its textual function description and (ii) using natural language to prompt
protein sequence generation. To achieve this, we first pre-train an LLM on both
protein and natural language corpora, enabling it to comprehend individual
languages. Then supervised instruction tuning is employed to facilitate the
alignment of these two distinct languages. Herein, we introduce a knowledge
graph-based instruction generation framework to construct a high-quality
instruction dataset, addressing annotation imbalance and instruction deficits
in existing protein-text corpus. In particular, the instructions inherit the
structural relations between proteins and function annotations in knowledge
graphs, which empowers our model to engage in the causal modeling of protein
functions, akin to the chain-of-thought processes in natural languages.
Extensive experiments on bidirectional protein-text generation tasks show that
InstructProtein outperforms state-of-the-art LLMs by large margins. Moreover,
InstructProtein serves as a pioneering step towards text-based protein function
prediction and sequence design, effectively bridging the gap between protein
and human language understanding.",,q-bio.BM,"['q-bio.BM', 'cs.CL']",http://arxiv.org/abs/2310.03269v1
170,Morphological Processing of Low-Resource Languages: Where We Are and What's Next,http://arxiv.org/pdf/2203.08909v1,"[arxiv.Result.Author('Adam Wiemerslage'), arxiv.Result.Author('Miikka Silfverberg'), arxiv.Result.Author('Changbing Yang'), arxiv.Result.Author('Arya D. McCarthy'), arxiv.Result.Author('Garrett Nicolai'), arxiv.Result.Author('Eliana Colunga'), arxiv.Result.Author('Katharina Kann')]",,2022-03-16 19:47:04+00:00,"Automatic morphological processing can aid downstream natural language
processing applications, especially for low-resource languages, and assist
language documentation efforts for endangered languages. Having long been
multilingual, the field of computational morphology is increasingly moving
towards approaches suitable for languages with minimal or no annotated
resources. First, we survey recent developments in computational morphology
with a focus on low-resource languages. Second, we argue that the field is
ready to tackle the logical next challenge: understanding a language's
morphology from raw text alone. We perform an empirical study on a truly
unsupervised version of the paradigm completion task and show that, while
existing state-of-the-art models bridged by two newly proposed models we devise
perform reasonably, there is still much room for improvement. The stakes are
high: solving this task will increase the language coverage of morphological
resources by a number of magnitudes.",,cs.CL,['cs.CL'],http://arxiv.org/abs/2203.08909v1
171,Modular Mechanistic Networks: On Bridging Mechanistic and Phenomenological Models with Deep Neural Networks in Natural Language Processing,http://arxiv.org/pdf/1807.09844v2,"[arxiv.Result.Author('Simon Dobnik'), arxiv.Result.Author('John D. Kelleher')]",,2018-07-21 11:37:15+00:00,"Natural language processing (NLP) can be done using either top-down (theory
driven) and bottom-up (data driven) approaches, which we call mechanistic and
phenomenological respectively. The approaches are frequently considered to
stand in opposition to each other. Examining some recent approaches in deep
learning we argue that deep neural networks incorporate both perspectives and,
furthermore, that leveraging this aspect of deep learning may help in solving
complex problems within language technology, such as modelling language and
perception in the domain of spatial cognition.","CLASP Papers in Computational Linguistics Vol. 1: Proceedings of
  the Conference on Logic and Machine Learning in Natural Language (LaML 2017).
  ISSN: 2002-9764. URI: http://hdl.handle.net/2077/54911",cs.CL,"['cs.CL', 'cs.AI', 'cs.LG', 'cs.NE', 'stat.ML']",http://arxiv.org/abs/1807.09844v2
172,Natural Language Decomposition and Interpretation of Complex Utterances,http://arxiv.org/pdf/2305.08677v1,"[arxiv.Result.Author('Harsh Jhamtani'), arxiv.Result.Author('Hao Fang'), arxiv.Result.Author('Patrick Xia'), arxiv.Result.Author('Eran Levy'), arxiv.Result.Author('Jacob Andreas'), arxiv.Result.Author('Ben Van Durme')]",,2023-05-15 14:35:00+00:00,"Natural language interfaces often require supervised data to translate user
requests into programs, database queries, or other structured intent
representations. During data collection, it can be difficult to anticipate and
formalize the full range of user needs -- for example, in a system designed to
handle simple requests (like $\textit{find my meetings tomorrow}$ or
$\textit{move my meeting with my manager to noon})$, users may also express
more elaborate requests (like $\textit{swap all my calls on Monday and
Tuesday}$). We introduce an approach for equipping a simple language-to-code
model to handle complex utterances via a process of hierarchical natural
language decomposition. Our approach uses a pre-trained language model to
decompose a complex utterance into a sequence of smaller natural language
steps, then interprets each step using the language-to-code model. To test our
approach, we collect and release DeCU -- a new NL-to-program benchmark to
evaluate Decomposition of Complex Utterances. Experiments show that the
proposed approach enables the interpretation of complex utterances with almost
no complex training data, while outperforming standard few-shot prompting
approaches.",,cs.CL,['cs.CL'],http://arxiv.org/abs/2305.08677v1
173,Leveraging Large Language Models to Generate Answer Set Programs,http://arxiv.org/pdf/2307.07699v1,"[arxiv.Result.Author('Adam Ishay'), arxiv.Result.Author('Zhun Yang'), arxiv.Result.Author('Joohyung Lee')]",,2023-07-15 03:40:55+00:00,"Large language models (LLMs), such as GPT-3 and GPT-4, have demonstrated
exceptional performance in various natural language processing tasks and have
shown the ability to solve certain reasoning problems. However, their reasoning
capabilities are limited and relatively shallow, despite the application of
various prompting techniques. In contrast, formal logic is adept at handling
complex reasoning, but translating natural language descriptions into formal
logic is a challenging task that non-experts struggle with. This paper proposes
a neuro-symbolic method that combines the strengths of large language models
and answer set programming. Specifically, we employ an LLM to transform natural
language descriptions of logic puzzles into answer set programs. We carefully
design prompts for an LLM to convert natural language descriptions into answer
set programs in a step by step manner. Surprisingly, with just a few in-context
learning examples, LLMs can generate reasonably complex answer set programs.
The majority of errors made are relatively simple and can be easily corrected
by humans, thus enabling LLMs to effectively assist in the creation of answer
set programs.",,cs.AI,"['cs.AI', 'cs.CL', 'cs.SC']",http://arxiv.org/abs/2307.07699v1
174,Learning Lexical Entries for Robotic Commands using Crowdsourcing,http://arxiv.org/pdf/1609.02549v3,"[arxiv.Result.Author('Junjie Hu'), arxiv.Result.Author('Jean Oh'), arxiv.Result.Author('Anatole Gershman')]",,2016-09-08 19:51:47+00:00,"Robotic commands in natural language usually contain various spatial
descriptions that are semantically similar but syntactically different. Mapping
such syntactic variants into semantic concepts that can be understood by robots
is challenging due to the high flexibility of natural language expressions. To
tackle this problem, we collect robotic commands for navigation and
manipulation tasks using crowdsourcing. We further define a robot language and
use a generative machine translation model to translate robotic commands from
natural language to robot language. The main purpose of this paper is to
simulate the interaction process between human and robots using crowdsourcing
platforms, and investigate the possibility of translating natural language to
robot language with paraphrases.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1609.02549v3
175,"Listen, Interact and Talk: Learning to Speak via Interaction",http://arxiv.org/pdf/1705.09906v1,"[arxiv.Result.Author('Haichao Zhang'), arxiv.Result.Author('Haonan Yu'), arxiv.Result.Author('Wei Xu')]",,2017-05-28 07:48:14+00:00,"One of the long-term goals of artificial intelligence is to build an agent
that can communicate intelligently with human in natural language. Most
existing work on natural language learning relies heavily on training over a
pre-collected dataset with annotated labels, leading to an agent that
essentially captures the statistics of the fixed external training data. As the
training data is essentially a static snapshot representation of the knowledge
from the annotator, the agent trained this way is limited in adaptiveness and
generalization of its behavior. Moreover, this is very different from the
language learning process of humans, where language is acquired during
communication by taking speaking action and learning from the consequences of
speaking action in an interactive manner. This paper presents an interactive
setting for grounded natural language learning, where an agent learns natural
language by interacting with a teacher and learning from feedback, thus
learning and improving language skills while taking part in the conversation.
To achieve this goal, we propose a model which incorporates both imitation and
reinforcement by leveraging jointly sentence and reward feedbacks from the
teacher. Experiments are conducted to validate the effectiveness of the
proposed approach.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1705.09906v1
176,Natural Language Statistical Features of LSTM-generated Texts,http://arxiv.org/pdf/1804.04087v2,"[arxiv.Result.Author('Marco Lippi'), arxiv.Result.Author('Marcelo A Montemurro'), arxiv.Result.Author('Mirko Degli Esposti'), arxiv.Result.Author('Giampaolo Cristadoro')]",10.1109/TNNLS.2019.2890970,2018-04-10 13:17:36+00:00,"Long Short-Term Memory (LSTM) networks have recently shown remarkable
performance in several tasks dealing with natural language generation, such as
image captioning or poetry composition. Yet, only few works have analyzed text
generated by LSTMs in order to quantitatively evaluate to which extent such
artificial texts resemble those generated by humans. We compared the
statistical structure of LSTM-generated language to that of written natural
language, and to those produced by Markov models of various orders. In
particular, we characterized the statistical structure of language by assessing
word-frequency statistics, long-range correlations, and entropy measures. Our
main finding is that while both LSTM and Markov-generated texts can exhibit
features similar to real ones in their word-frequency statistics and entropy
measures, LSTM-texts are shown to reproduce long-range correlations at scales
comparable to those found in natural language. Moreover, for LSTM networks a
temperature-like parameter controlling the generation process shows an optimal
value---for which the produced texts are closest to real language---consistent
across all the different statistical features investigated.","IEEE Transactions on Neural Networks and Learning Systems, 2019",cs.CL,"['cs.CL', 'cs.LG']",http://arxiv.org/abs/1804.04087v2
177,Spiral Language Modeling,http://arxiv.org/pdf/2112.10543v1,"[arxiv.Result.Author('Yong Cao'), arxiv.Result.Author('Yukun Feng'), arxiv.Result.Author('Shaohui Kuang'), arxiv.Result.Author('Gu Xu')]",,2021-12-20 14:08:38+00:00,"In almost all text generation applications, word sequences are constructed in
a left-to-right (L2R) or right-to-left (R2L) manner, as natural language
sentences are written either L2R or R2L. However, we find that the natural
language written order is not essential for text generation. In this paper, we
propose Spiral Language Modeling (SLM), a general approach that enables one to
construct natural language sentences beyond the L2R and R2L order. SLM allows
one to form natural language text by starting from an arbitrary token inside
the result text and expanding the rest tokens around the selected ones. It
makes the decoding order a new optimization objective besides the language
model perplexity, which further improves the diversity and quality of the
generated text. Furthermore, SLM makes it possible to manipulate the text
construction process by selecting a proper starting token. SLM also introduces
generation orderings as additional regularization to improve model robustness
in low-resource scenarios. Experiments on 8 widely studied Neural Machine
Translation (NMT) tasks show that SLM is constantly effective with up to 4.7
BLEU increase comparing to the conventional L2R decoding approach.",,cs.CL,"['cs.CL', 'cs.AI']",http://arxiv.org/abs/2112.10543v1
178,Do Neural Nets Learn Statistical Laws behind Natural Language?,http://arxiv.org/pdf/1707.04848v2,"[arxiv.Result.Author('Shuntaro Takahashi'), arxiv.Result.Author('Kumiko Tanaka-Ishii')]",10.1371/journal.pone.0189326,2017-07-16 09:08:42+00:00,"The performance of deep learning in natural language processing has been
spectacular, but the reasons for this success remain unclear because of the
inherent complexity of deep learning. This paper provides empirical evidence of
its effectiveness and of a limitation of neural networks for language
engineering. Precisely, we demonstrate that a neural language model based on
long short-term memory (LSTM) effectively reproduces Zipf's law and Heaps' law,
two representative statistical properties underlying natural language. We
discuss the quality of reproducibility and the emergence of Zipf's law and
Heaps' law as training progresses. We also point out that the neural language
model has a limitation in reproducing long-range correlation, another
statistical property of natural language. This understanding could provide a
direction for improving the architectures of neural networks.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1707.04848v2
179,Low-Dimensional Structure in the Space of Language Representations is Reflected in Brain Responses,http://arxiv.org/pdf/2106.05426v4,"[arxiv.Result.Author('Richard Antonello'), arxiv.Result.Author('Javier Turek'), arxiv.Result.Author('Vy Vo'), arxiv.Result.Author('Alexander Huth')]",,2021-06-09 22:59:12+00:00,"How related are the representations learned by neural language models,
translation models, and language tagging tasks? We answer this question by
adapting an encoder-decoder transfer learning method from computer vision to
investigate the structure among 100 different feature spaces extracted from
hidden representations of various networks trained on language tasks. This
method reveals a low-dimensional structure where language models and
translation models smoothly interpolate between word embeddings, syntactic and
semantic tasks, and future word embeddings. We call this low-dimensional
structure a language representation embedding because it encodes the
relationships between representations needed to process language for a variety
of NLP tasks. We find that this representation embedding can predict how well
each individual feature space maps to human brain responses to natural language
stimuli recorded using fMRI. Additionally, we find that the principal dimension
of this structure can be used to create a metric which highlights the brain's
natural language processing hierarchy. This suggests that the embedding
captures some part of the brain's natural language representation structure.",,cs.CL,"['cs.CL', 'cs.LG']",http://arxiv.org/abs/2106.05426v4
180,From Natural Language Instructions to Complex Processes: Issues in Chaining Trigger Action Rules,http://arxiv.org/pdf/2001.02462v1,"[arxiv.Result.Author('Nobuhiro Ito'), arxiv.Result.Author('Yuya Suzuki'), arxiv.Result.Author('Akiko Aizawa')]",,2020-01-08 11:44:47+00:00,"Automation services for complex business processes usually require a high
level of information technology literacy. There is a strong demand for a
smartly assisted process automation (IPA: intelligent process automation)
service that enables even general users to easily use advanced automation. A
natural language interface for such automation is expected as an elemental
technology for the IPA realization. The workflow targeted by IPA is generally
composed of a combination of multiple tasks. However, semantic parsing, one of
the natural language processing methods, for such complex workflows has not yet
been fully studied. The reasons are that (1) the formal expression and grammar
of the workflow required for semantic analysis have not been sufficiently
examined and (2) the dataset of the workflow formal expression with its
corresponding natural language description required for learning workflow
semantics did not exist. This paper defines a new grammar for complex workflows
with chaining machine-executable meaning representations for semantic parsing.
The representations are at a high abstraction level. Additionally, an approach
to creating datasets is proposed based on this grammar.",,cs.AI,"['cs.AI', 'cs.CL']",http://arxiv.org/abs/2001.02462v1
181,"COOL, a Context Outlooker, and its Application to Question Answering and other Natural Language Processing Tasks",http://arxiv.org/pdf/2204.09593v2,"[arxiv.Result.Author('Fangyi Zhu'), arxiv.Result.Author('See-Kiong Ng'), arxiv.Result.Author('Stéphane Bressan')]",,2022-04-01 07:03:40+00:00,"Vision outlooker improves the performance of vision transformers, which
implements a self-attention mechanism by adding an outlook attention, a form of
local attention.
  In natural language processing, as has been the case in computer vision and
other domains, transformer-based models constitute the state-of-the-art for
most processing tasks. In this domain, too, many authors have argued and
demonstrated the importance of local context.
  We present an outlook attention mechanism, COOL, for natural language
processing. COOL, added on top of the self-attention layers of a
transformer-based model, encodes local syntactic context considering word
proximity and more pair-wise constraints than dynamic convolution used by
existing approaches.
  A comparative empirical performance evaluation of an implementation of COOL
with different transformer-based models confirms the opportunity for
improvement over a baseline using the original models alone for various natural
language processing tasks, including question answering. The proposed approach
achieves competitive performance with existing state-of-the-art methods on some
tasks.",,cs.CL,"['cs.CL', 'cs.AI']",http://arxiv.org/abs/2204.09593v2
182,Assessing Language Models with Scaling Properties,http://arxiv.org/pdf/1804.08881v1,"[arxiv.Result.Author('Shuntaro Takahashi'), arxiv.Result.Author('Kumiko Tanaka-Ishii')]",,2018-04-24 07:58:20+00:00,"Language models have primarily been evaluated with perplexity. While
perplexity quantifies the most comprehensible prediction performance, it does
not provide qualitative information on the success or failure of models.
Another approach for evaluating language models is thus proposed, using the
scaling properties of natural language. Five such tests are considered, with
the first two accounting for the vocabulary population and the other three for
the long memory of natural language. The following models were evaluated with
these tests: n-grams, probabilistic context-free grammar (PCFG), Simon and
Pitman-Yor (PY) processes, hierarchical PY, and neural language models. Only
the neural language models exhibit the long memory properties of natural
language, but to a limited degree. The effectiveness of every test of these
models is also discussed.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1804.08881v1
183,ArNLI: Arabic Natural Language Inference for Entailment and Contradiction Detection,http://arxiv.org/pdf/2209.13953v1,"[arxiv.Result.Author('Khloud Al Jallad'), arxiv.Result.Author('Nada Ghneim')]",10.7494/csci.2023.24.2.4378,2022-09-28 09:37:16+00:00,"Natural Language Inference (NLI) is a hot topic research in natural language
processing, contradiction detection between sentences is a special case of NLI.
This is considered a difficult NLP task which has a big influence when added as
a component in many NLP applications, such as Question Answering Systems, text
Summarization. Arabic Language is one of the most challenging low-resources
languages in detecting contradictions due to its rich lexical, semantics
ambiguity. We have created a data set of more than 12k sentences and named
ArNLI, that will be publicly available. Moreover, we have applied a new model
inspired by Stanford contradiction detection proposed solutions on English
language. We proposed an approach to detect contradictions between pairs of
sentences in Arabic language using contradiction vector combined with language
model vector as an input to machine learning model. We analyzed results of
different traditional machine learning classifiers and compared their results
on our created data set (ArNLI) and on an automatic translation of both PHEME,
SICK English data sets. Best results achieved using Random Forest classifier
with an accuracy of 99%, 60%, 75% on PHEME, SICK and ArNLI respectively.","(2023) Computer Science, 24(2)",cs.CL,"['cs.CL', 'cs.AI', 'cs.LG']",http://arxiv.org/abs/2209.13953v1
184,Estimating Subjective Crowd-Evaluations as an Additional Objective to Improve Natural Language Generation,http://arxiv.org/pdf/2104.05224v1,"[arxiv.Result.Author('Jakob Nyberg'), arxiv.Result.Author('Ramesh Manuvinakurike'), arxiv.Result.Author('Maike Paetzel-Prüsmann')]",,2021-04-12 06:33:16+00:00,"Human ratings are one of the most prevalent methods to evaluate the
performance of natural language processing algorithms. Similarly, it is common
to measure the quality of sentences generated by a natural language generation
model using human raters. In this paper, we argue for exploring the use of
subjective evaluations within the process of training language generation
models in a multi-task learning setting. As a case study, we use a
crowd-authored dialogue corpus to fine-tune six different language generation
models. Two of these models incorporate multi-task learning and use subjective
ratings of lines as part of an explicit learning goal. A human evaluation of
the generated dialogue lines reveals that utterances generated by the
multi-tasking models were subjectively rated as the most typical, most moving
the conversation forward, and least offensive. Based on these promising first
results, we discuss future research directions for incorporating subjective
human evaluations into language model training and to hence keep the human user
in the loop during the development process.",,cs.CL,['cs.CL'],http://arxiv.org/abs/2104.05224v1
185,Ad Text Classification with Transformer-Based Natural Language Processing Methods,http://arxiv.org/pdf/2106.10899v2,"[arxiv.Result.Author('Umut Özdil'), arxiv.Result.Author('Büşra Arslan'), arxiv.Result.Author('D. Emre Taşar'), arxiv.Result.Author('Gökçe Polat'), arxiv.Result.Author('Şükrü Ozan')]",,2021-06-21 07:38:31+00:00,"In this study, a natural language processing-based (NLP-based) method is
proposed for the sector-wise automatic classification of ad texts created on
online advertising platforms. Our data set consists of approximately 21,000
labeled advertising texts from 12 different sectors. In the study, the
Bidirectional Encoder Representations from Transformers (BERT) model, which is
a transformer-based language model that is recently used in fields such as text
classification in the natural language processing literature, was used. The
classification efficiencies obtained using a pre-trained BERT model for the
Turkish language are shown in detail.",,cs.CL,['cs.CL'],http://arxiv.org/abs/2106.10899v2
